Date,Start (ET),Home,Opponent,Result,Tm,Opp,W,L,Streak,Year,Month,Day
2014-01-18,20:00:00,1,Utah Jazz,W,98.0,72.0,19.0,21.0,W 1,2014.0,January,Thursday
2014-01-29,20:00:00,1,New Orleans Pelicans,W,88.0,77.0,23.0,22.0,W 2,2014.0,January,Monday
2014-01-31,20:00:00,1,Memphis Grizzlies,L,90.0,94.0,23.0,23.0,L 1,2014.0,January,Wednesday
2014-02-04,20:00:00,1,Los Angeles Lakers,W,109.0,99.0,24.0,24.0,W 1,2014.0,February,Thursday
2014-02-08,20:00:00,1,Portland Trail Blazers,L,110.0,117.0,24.0,27.0,L 3,2014.0,February,Monday
2014-02-10,20:00:00,1,Houston Rockets,L,89.0,107.0,24.0,28.0,L 4,2014.0,February,Wednesday
2014-02-12,20:00:00,1,Denver Nuggets,W,117.0,90.0,25.0,28.0,W 1,2014.0,February,Friday
2014-02-19,20:00:00,1,Indiana Pacers,W,104.0,91.0,26.0,28.0,W 2,2014.0,February,Friday
2014-03-05,20:00:00,1,New York Knicks,L,106.0,118.0,30.0,30.0,L 1,2014.0,March,Friday
2014-03-07,20:00:00,1,Detroit Pistons,W,114.0,101.0,31.0,30.0,W 1,2014.0,March,Sunday
2014-03-09,19:00:00,1,Toronto Raptors,L,104.0,111.0,31.0,31.0,L 1,2014.0,March,Tuesday
2014-03-11,20:00:00,1,Milwaukee Bucks,W,112.0,101.0,32.0,31.0,W 1,2014.0,March,Thursday
2014-03-16,19:00:00,1,Sacramento Kings,W,104.0,102.0,33.0,32.0,W 1,2014.0,March,Tuesday
2014-03-23,15:30:00,1,Phoenix Suns,L,120.0,127.0,34.0,34.0,L 2,2014.0,March,Tuesday
2014-03-26,20:00:00,1,Atlanta Hawks,W,107.0,83.0,35.0,35.0,W 1,2014.0,March,Friday
2014-03-28,20:00:00,1,Los Angeles Lakers,W,143.0,107.0,36.0,35.0,W 2,2014.0,March,Sunday
2014-03-31,20:00:00,1,Los Angeles Clippers,L,104.0,114.0,36.0,37.0,L 2,2014.0,March,Wednesday
2014-04-02,20:00:00,1,Memphis Grizzlies,W,102.0,88.0,37.0,37.0,W 1,2014.0,April,Tuesday
2014-04-08,20:00:00,1,San Antonio Spurs,W,110.0,91.0,39.0,38.0,W 1,2014.0,April,Monday
2014-04-09,20:00:00,1,Chicago Bulls,L,87.0,102.0,39.0,39.0,L 1,2014.0,April,Tuesday
2014-04-11,20:00:00,1,Houston Rockets,W,112.0,110.0,40.0,39.0,W 1,2014.0,April,Thursday
2014-04-16,20:00:00,1,Utah Jazz,L,130.0,136.0,40.0,42.0,L 3,2014.0,April,Tuesday
2014-10-30,20:00:00,1,Detroit Pistons,W,97.0,91.0,1.0,1.0,W 1,2014.0,October,Tuesday
2014-11-01,20:00:00,1,Chicago Bulls,L,105.0,106.0,1.0,2.0,L 1,2014.0,November,Monday
2014-11-12,22:00:00,1,Houston Rockets,L,101.0,113.0,2.0,5.0,L 3,2014.0,November,Friday
2014-11-19,20:00:00,1,New York Knicks,W,115.0,99.0,3.0,7.0,W 1,2014.0,November,Friday
2014-11-21,20:00:00,1,San Antonio Spurs,L,92.0,121.0,3.0,8.0,L 1,2014.0,November,Sunday
2014-11-22,20:00:00,1,Sacramento Kings,L,101.0,113.0,3.0,9.0,L 2,2014.0,November,Monday
2014-11-26,20:00:00,1,Milwaukee Bucks,L,86.0,103.0,3.0,10.0,L 3,2014.0,November,Friday
2014-12-03,20:00:00,1,Philadelphia 76ers,L,77.0,85.0,4.0,13.0,L 3,2014.0,December,Wednesday
2014-12-05,20:00:00,1,Houston Rockets,L,112.0,114.0,4.0,14.0,L 4,2014.0,December,Friday
2014-12-08,20:00:00,1,Golden State Warriors,L,86.0,102.0,4.0,16.0,L 6,2014.0,December,Monday
2014-12-10,20:00:00,1,Portland Trail Blazers,W,90.0,82.0,5.0,16.0,W 1,2014.0,December,Wednesday
2014-12-12,20:00:00,1,Oklahoma City Thunder,L,92.0,111.0,5.0,17.0,L 1,2014.0,December,Friday
2014-12-14,19:00:00,1,Los Angeles Lakers,L,94.0,100.0,5.0,18.0,L 2,2014.0,December,Sunday
2014-12-21,19:00:00,1,Indiana Pacers,L,96.0,100.0,5.0,21.0,L 5,2014.0,December,Sunday
2015-01-01,20:00:00,1,Sacramento Kings,L,107.0,110.0,5.0,26.0,L 10,2015.0,January,Monday
2015-01-03,20:00:00,1,Utah Jazz,L,89.0,101.0,5.0,27.0,L 11,2015.0,January,Wednesday
2015-01-05,20:00:00,1,Denver Nuggets,L,101.0,110.0,5.0,28.0,L 12,2015.0,January,Friday
2015-01-07,21:30:00,1,Phoenix Suns,L,111.0,113.0,5.0,29.0,L 13,2015.0,January,Sunday
2015-01-10,20:00:00,1,San Antonio Spurs,L,93.0,108.0,5.0,31.0,L 15,2015.0,January,Wednesday
2015-01-21,20:00:00,1,Dallas Mavericks,L,75.0,98.0,7.0,34.0,L 2,2015.0,January,Sunday
2015-01-23,20:00:00,1,New Orleans Pelicans,L,84.0,92.0,7.0,35.0,L 3,2015.0,January,Tuesday
2015-01-28,20:00:00,1,Boston Celtics,W,110.0,98.0,8.0,37.0,W 1,2015.0,January,Sunday
2015-01-31,20:00:00,1,Cleveland Cavaliers,L,90.0,106.0,8.0,39.0,L 2,2015.0,January,Wednesday
2015-02-04,20:00:00,1,Miami Heat,W,102.0,101.0,9.0,40.0,W 1,2015.0,February,Thursday
2015-02-06,20:00:00,1,Memphis Grizzlies,W,90.0,89.0,10.0,40.0,W 2,2015.0,February,Saturday
2015-02-09,20:00:00,1,Atlanta Hawks,L,105.0,117.0,11.0,41.0,L 1,2015.0,February,Tuesday
2015-02-11,20:00:00,1,Golden State Warriors,L,91.0,94.0,11.0,42.0,L 2,2015.0,February,Thursday
2015-02-20,20:00:00,1,Phoenix Suns,W,111.0,109.0,12.0,42.0,W 1,2015.0,February,Saturday
2015-02-25,20:00:00,1,Washington Wizards,W,97.0,77.0,13.0,43.0,W 1,2015.0,February,Thursday
2015-02-28,20:00:00,1,Memphis Grizzlies,L,97.0,101.0,13.0,45.0,L 2,2015.0,February,Sunday
2015-03-02,20:00:00,1,Los Angeles Clippers,L,105.0,110.0,13.0,46.0,L 3,2015.0,March,Tuesday
2015-03-04,20:00:00,1,Denver Nuggets,L,85.0,100.0,13.0,47.0,L 4,2015.0,March,Thursday
2015-03-07,20:00:00,1,Portland Trail Blazers,W,121.0,113.0,14.0,47.0,W 1,2015.0,March,Sunday
2015-03-16,20:00:00,1,Brooklyn Nets,L,106.0,122.0,14.0,52.0,L 5,2015.0,March,Tuesday
2015-03-22,19:00:00,1,Charlotte Hornets,L,98.0,109.0,15.0,54.0,L 1,2015.0,March,Monday
2015-03-25,20:00:00,1,Los Angeles Lakers,L,99.0,101.0,16.0,55.0,L 1,2015.0,March,Thursday
2015-03-30,20:00:00,1,Utah Jazz,L,84.0,104.0,16.0,58.0,L 4,2015.0,March,Tuesday
2015-04-01,20:00:00,1,Toronto Raptors,L,99.0,113.0,16.0,59.0,L 5,2015.0,April,Monday
2015-04-03,20:00:00,1,Orlando Magic,L,84.0,97.0,16.0,60.0,L 6,2015.0,April,Wednesday
2015-04-13,20:00:00,1,New Orleans Pelicans,L,88.0,100.0,16.0,65.0,L 11,2015.0,April,Saturday
2015-04-15,20:00:00,1,Oklahoma City Thunder,L,113.0,138.0,16.0,66.0,L 12,2015.0,April,Monday
2015-11-02,20:00:00,1,Portland Trail Blazers,L,101.0,106.0,2.0,1.0,L 1,2015.0,November,Tuesday
2015-11-05,20:00:00,1,Miami Heat,L,84.0,96.0,2.0,2.0,L 2,2015.0,November,Friday
2015-11-10,20:00:00,1,Charlotte Hornets,L,95.0,104.0,4.0,3.0,L 1,2015.0,November,Wednesday
2015-11-12,20:00:00,1,Golden State Warriors,L,116.0,129.0,4.0,4.0,L 2,2015.0,November,Friday
2015-11-15,15:30:00,1,Memphis Grizzlies,L,106.0,114.0,4.0,6.0,L 4,2015.0,November,Monday
2015-11-20,20:00:00,1,Detroit Pistons,L,86.0,96.0,5.0,8.0,L 2,2015.0,November,Saturday
2015-11-23,20:00:00,1,Philadelphia 76ers,W,100.0,95.0,6.0,8.0,W 1,2015.0,November,Tuesday
2015-11-25,20:00:00,1,Atlanta Hawks,W,99.0,95.0,7.0,8.0,W 2,2015.0,November,Thursday
2015-12-01,20:00:00,1,Orlando Magic,L,93.0,96.0,8.0,10.0,L 2,2015.0,December,Monday
2015-12-05,20:00:00,1,Portland Trail Blazers,L,103.0,109.0,8.0,11.0,L 3,2015.0,December,Friday
2015-12-07,20:00:00,1,Los Angeles Clippers,L,106.0,110.0,8.0,12.0,L 4,2015.0,December,Sunday
2015-12-09,20:00:00,1,Los Angeles Lakers,W,123.0,122.0,9.0,12.0,W 1,2015.0,December,Tuesday
2015-12-15,20:00:00,1,Denver Nuggets,L,100.0,112.0,9.0,15.0,L 3,2015.0,December,Monday
2015-12-18,20:00:00,1,Sacramento Kings,W,99.0,95.0,10.0,16.0,W 1,2015.0,December,Thursday
2015-12-23,20:00:00,1,San Antonio Spurs,L,83.0,108.0,11.0,18.0,L 2,2015.0,December,Tuesday
2015-12-26,20:00:00,1,Indiana Pacers,L,88.0,102.0,11.0,19.0,L 3,2015.0,December,Friday
2015-12-30,20:00:00,1,Utah Jazz,W,94.0,80.0,12.0,20.0,W 1,2015.0,December,Tuesday
2016-01-02,20:00:00,1,Milwaukee Bucks,L,85.0,95.0,12.0,22.0,L 2,2016.0,January,Tuesday
2016-01-06,20:00:00,1,Denver Nuggets,L,74.0,78.0,12.0,24.0,L 4,2016.0,January,Saturday
2016-01-08,20:00:00,1,Cleveland Cavaliers,L,99.0,125.0,12.0,25.0,L 5,2016.0,January,Monday
2016-01-10,17:00:00,1,Dallas Mavericks,L,87.0,93.0,12.0,26.0,L 6,2016.0,January,Wednesday
2016-01-12,20:00:00,1,Oklahoma City Thunder,L,96.0,101.0,12.0,27.0,L 7,2016.0,January,Friday
2016-01-17,15:30:00,1,Phoenix Suns,W,117.0,87.0,13.0,29.0,W 1,2016.0,January,Wednesday
2016-01-23,20:00:00,1,Memphis Grizzlies,W,106.0,101.0,14.0,31.0,W 1,2016.0,January,Tuesday
2016-01-27,20:00:00,1,Oklahoma City Thunder,L,123.0,126.0,14.0,33.0,L 2,2016.0,January,Saturday
2016-02-06,20:00:00,1,Chicago Bulls,W,112.0,105.0,16.0,36.0,W 2,2016.0,February,Saturday
2016-02-08,20:00:00,1,New Orleans Pelicans,L,102.0,116.0,16.0,37.0,L 1,2016.0,February,Monday
2016-02-10,20:00:00,1,Toronto Raptors,W,117.0,112.0,17.0,37.0,W 1,2016.0,February,Wednesday
2016-02-20,20:00:00,1,New York Knicks,L,95.0,103.0,17.0,39.0,L 2,2016.0,February,Saturday
2016-02-22,20:00:00,1,Boston Celtics,W,124.0,122.0,18.0,39.0,W 1,2016.0,February,Monday
2016-03-02,20:00:00,1,Washington Wizards,L,98.0,104.0,19.0,42.0,L 2,2016.0,March,Tuesday
2016-03-05,20:00:00,1,Brooklyn Nets,W,132.0,118.0,20.0,43.0,W 1,2016.0,March,Friday
2016-03-08,20:00:00,1,San Antonio Spurs,L,91.0,116.0,20.0,45.0,L 2,2016.0,March,Monday
2016-03-21,20:00:00,1,Golden State Warriors,L,104.0,109.0,22.0,48.0,L 2,2016.0,March,Sunday
2016-03-23,20:00:00,1,Sacramento Kings,W,113.0,104.0,23.0,48.0,W 1,2016.0,March,Tuesday
2016-03-26,20:00:00,1,Utah Jazz,L,84.0,93.0,24.0,49.0,L 1,2016.0,March,Friday
2016-03-28,20:00:00,1,Phoenix Suns,W,121.0,116.0,25.0,49.0,W 1,2016.0,March,Sunday
2016-03-30,20:00:00,1,Los Angeles Clippers,L,79.0,99.0,25.0,50.0,L 1,2016.0,March,Tuesday
2016-04-03,15:30:00,1,Dallas Mavericks,L,78.0,88.0,25.0,52.0,L 3,2016.0,April,Wednesday
2016-04-11,20:00:00,1,Houston Rockets,L,105.0,129.0,28.0,53.0,L 1,2016.0,April,Thursday
2016-04-13,20:00:00,1,New Orleans Pelicans,W,144.0,109.0,29.0,53.0,W 1,2016.0,April,Saturday
2016-11-01,20:00:00,1,Memphis Grizzlies,W,116.0,80.0,1.0,2.0,W 1,2016.0,November,Monday
2016-11-03,20:00:00,1,Denver Nuggets,L,99.0,102.0,1.0,3.0,L 1,2016.0,November,Wednesday
2016-11-12,20:00:00,1,Los Angeles Clippers,L,105.0,119.0,2.0,6.0,L 1,2016.0,November,Friday
2016-11-13,19:00:00,1,Los Angeles Lakers,W,125.0,99.0,3.0,6.0,W 1,2016.0,November,Saturday
2016-11-15,20:00:00,1,Charlotte Hornets,L,108.0,115.0,3.0,7.0,L 1,2016.0,November,Monday
2016-11-17,20:00:00,1,Philadelphia 76ers,W,110.0,86.0,4.0,7.0,W 1,2016.0,November,Wednesday
2016-11-21,20:00:00,1,Boston Celtics,L,93.0,99.0,4.0,9.0,L 2,2016.0,November,Sunday
2016-11-28,20:00:00,1,Utah Jazz,L,103.0,112.0,5.0,12.0,L 2,2016.0,November,Sunday
2016-11-30,20:00:00,1,New York Knicks,L,104.0,106.0,5.0,13.0,L 3,2016.0,November,Tuesday
2016-12-06,20:00:00,1,San Antonio Spurs,L,91.0,105.0,6.0,15.0,L 1,2016.0,December,Saturday
2016-12-09,20:00:00,1,Detroit Pistons,L,90.0,117.0,6.0,17.0,L 3,2016.0,December,Tuesday
2016-12-11,19:00:00,1,Golden State Warriors,L,108.0,116.0,6.0,18.0,L 4,2016.0,December,Thursday
2016-12-17,20:00:00,1,Houston Rockets,L,109.0,111.0,7.0,19.0,L 1,2016.0,December,Wednesday
2016-12-19,20:00:00,1,Phoenix Suns,W,115.0,108.0,8.0,19.0,W 1,2016.0,December,Friday
2016-12-23,20:00:00,1,Sacramento Kings,L,105.0,109.0,9.0,20.0,L 1,2016.0,December,Tuesday
2016-12-26,20:00:00,1,Atlanta Hawks,W,104.0,90.0,10.0,21.0,W 1,2016.0,December,Friday
2016-12-30,20:00:00,1,Milwaukee Bucks,W,116.0,99.0,11.0,22.0,W 1,2016.0,December,Tuesday
2017-01-01,19:00:00,1,Portland Trail Blazers,L,89.0,95.0,11.0,23.0,L 1,2017.0,January,Monday
2017-01-07,20:00:00,1,Utah Jazz,L,92.0,94.0,11.0,26.0,L 4,2017.0,January,Sunday
2017-01-09,20:00:00,1,Dallas Mavericks,W,101.0,92.0,12.0,26.0,W 1,2017.0,January,Tuesday
2017-01-11,20:00:00,1,Houston Rockets,W,119.0,105.0,13.0,26.0,W 2,2017.0,January,Thursday
2017-01-13,20:00:00,1,Oklahoma City Thunder,W,96.0,86.0,14.0,26.0,W 3,2017.0,January,Saturday
2017-01-22,19:00:00,1,Denver Nuggets,W,111.0,108.0,16.0,28.0,W 2,2017.0,January,Monday
2017-01-26,20:00:00,1,Indiana Pacers,L,103.0,109.0,17.0,29.0,L 1,2017.0,January,Friday
2017-01-28,21:00:00,1,Brooklyn Nets,W,129.0,109.0,18.0,29.0,W 1,2017.0,January,Sunday
2017-01-30,20:00:00,1,Orlando Magic,W,111.0,105.0,19.0,29.0,W 2,2017.0,January,Tuesday
2017-02-04,21:00:00,1,Memphis Grizzlies,L,99.0,107.0,19.0,32.0,L 3,2017.0,February,Thursday
2017-02-06,20:00:00,1,Miami Heat,L,113.0,115.0,19.0,33.0,L 4,2017.0,February,Saturday
2017-02-08,20:00:00,1,Toronto Raptors,W,112.0,109.0,20.0,33.0,W 1,2017.0,February,Monday
2017-02-10,20:00:00,1,New Orleans Pelicans,L,106.0,122.0,20.0,34.0,L 1,2017.0,February,Wednesday
2017-02-12,15:30:00,1,Chicago Bulls,W,117.0,89.0,21.0,34.0,W 1,2017.0,February,Friday
2017-02-14,20:00:00,1,Cleveland Cavaliers,L,108.0,116.0,21.0,35.0,L 1,2017.0,February,Sunday
2017-02-24,20:00:00,1,Dallas Mavericks,W,97.0,84.0,23.0,35.0,W 2,2017.0,February,Wednesday
2017-03-08,20:00:00,1,Los Angeles Clippers,W,107.0,91.0,26.0,37.0,W 1,2017.0,March,Monday
2017-03-10,20:00:00,1,Golden State Warriors,W,103.0,102.0,27.0,37.0,W 2,2017.0,March,Wednesday
2017-03-13,20:00:00,1,Washington Wizards,W,119.0,104.0,28.0,38.0,W 1,2017.0,March,Saturday
2017-03-21,21:30:00,1,San Antonio Spurs,L,93.0,100.0,28.0,42.0,L 4,2017.0,March,Sunday
2017-03-30,20:00:00,1,Los Angeles Lakers,W,119.0,104.0,30.0,44.0,W 2,2017.0,March,Tuesday
2017-04-01,20:00:00,1,Sacramento Kings,L,117.0,123.0,30.0,45.0,L 1,2017.0,April,Monday
2017-04-03,19:00:00,1,Portland Trail Blazers,W,110.0,109.0,31.0,45.0,W 1,2017.0,April,Wednesday
2017-04-11,20:00:00,1,Oklahoma City Thunder,L,98.0,100.0,31.0,50.0,L 5,2017.0,April,Thursday
2017-10-20,20:00:00,1,Utah Jazz,W,100.0,97.0,1.0,1.0,W 1,2017.0,October,Saturday
2017-10-24,20:00:00,1,Indiana Pacers,L,107.0,130.0,2.0,2.0,L 1,2017.0,October,Wednesday
2017-10-27,20:00:00,1,Oklahoma City Thunder,W,119.0,116.0,3.0,3.0,W 1,2017.0,October,Saturday
2017-11-04,20:00:00,1,Dallas Mavericks,W,112.0,99.0,6.0,3.0,W 4,2017.0,November,Thursday
2017-11-05,20:00:00,1,Charlotte Hornets,W,112.0,94.0,7.0,3.0,W 5,2017.0,November,Friday
2017-11-15,20:00:00,1,San Antonio Spurs,W,98.0,86.0,9.0,5.0,W 2,2017.0,November,Monday
2017-11-19,19:00:00,1,Detroit Pistons,L,97.0,100.0,10.0,6.0,L 1,2017.0,November,Friday
2017-11-22,20:00:00,1,Orlando Magic,W,124.0,118.0,11.0,7.0,W 1,2017.0,November,Monday
2017-11-24,20:00:00,1,Miami Heat,L,97.0,109.0,11.0,8.0,L 1,2017.0,November,Wednesday
2017-11-26,15:30:00,1,Phoenix Suns,W,119.0,108.0,12.0,8.0,W 1,2017.0,November,Friday
2017-11-28,20:00:00,1,Washington Wizards,L,89.0,92.0,12.0,9.0,L 1,2017.0,November,Sunday
2017-12-03,19:00:00,1,Los Angeles Clippers,W,112.0,106.0,14.0,10.0,W 1,2017.0,December,Wednesday
2017-12-10,19:00:00,1,Dallas Mavericks,W,97.0,92.0,16.0,11.0,W 2,2017.0,December,Wednesday
2017-12-12,21:30:00,1,Philadelphia 76ers,L,112.0,118.0,16.0,12.0,L 1,2017.0,December,Friday
2017-12-14,20:00:00,1,Sacramento Kings,W,119.0,96.0,17.0,12.0,W 1,2017.0,December,Sunday
2017-12-16,20:00:00,1,Phoenix Suns,L,106.0,108.0,17.0,13.0,L 1,2017.0,December,Tuesday
2017-12-18,20:00:00,1,Portland Trail Blazers,W,108.0,107.0,18.0,13.0,W 1,2017.0,December,Thursday
2017-12-27,20:00:00,1,Denver Nuggets,W,128.0,125.0,22.0,13.0,W 5,2017.0,December,Saturday
2018-01-01,20:00:00,1,Los Angeles Lakers,W,114.0,96.0,24.0,14.0,W 2,2018.0,January,Monday
2018-01-06,21:00:00,1,New Orleans Pelicans,W,116.0,98.0,25.0,16.0,W 1,2018.0,January,Saturday
2018-01-08,20:00:00,1,Cleveland Cavaliers,W,127.0,99.0,26.0,16.0,W 2,2018.0,January,Monday
2018-01-10,20:00:00,1,Oklahoma City Thunder,W,104.0,88.0,27.0,16.0,W 3,2018.0,January,Wednesday
2018-01-12,20:00:00,1,New York Knicks,W,118.0,108.0,28.0,16.0,W 4,2018.0,January,Friday
2018-01-14,21:00:00,1,Portland Trail Blazers,W,120.0,103.0,29.0,16.0,W 5,2018.0,January,Sunday
2018-01-20,21:00:00,1,Toronto Raptors,W,115.0,109.0,30.0,18.0,W 1,2018.0,January,Saturday
2018-01-27,21:00:00,1,Brooklyn Nets,W,111.0,97.0,32.0,20.0,W 1,2018.0,January,Saturday
2018-02-01,20:00:00,1,Milwaukee Bucks,W,108.0,89.0,33.0,22.0,W 1,2018.0,February,Monday
2018-02-03,21:00:00,1,New Orleans Pelicans,W,118.0,107.0,34.0,22.0,W 2,2018.0,February,Wednesday
2018-02-11,19:00:00,1,Sacramento Kings,W,111.0,106.0,35.0,24.0,W 1,2018.0,February,Thursday
2018-02-13,20:00:00,1,Houston Rockets,L,108.0,126.0,35.0,25.0,L 1,2018.0,February,Saturday
2018-02-15,21:00:00,1,Los Angeles Lakers,W,119.0,111.0,36.0,25.0,W 1,2018.0,February,Monday
2018-02-24,21:00:00,1,Chicago Bulls,W,122.0,104.0,37.0,26.0,W 1,2018.0,February,Wednesday
2018-03-08,20:00:00,1,Boston Celtics,L,109.0,117.0,38.0,29.0,L 3,2018.0,March,Monday
2018-03-11,15:30:00,1,Golden State Warriors,W,109.0,103.0,39.0,29.0,W 1,2018.0,March,Thursday
2018-03-18,19:00:00,1,Houston Rockets,L,120.0,129.0,40.0,31.0,L 2,2018.0,March,Thursday
2018-03-20,20:00:00,1,Los Angeles Clippers,W,123.0,109.0,41.0,31.0,W 1,2018.0,March,Saturday
2018-03-26,20:00:00,1,Memphis Grizzlies,L,93.0,101.0,42.0,33.0,L 2,2018.0,March,Friday
2018-03-28,20:00:00,1,Atlanta Hawks,W,126.0,114.0,43.0,33.0,W 1,2018.0,March,Sunday
2018-04-01,19:00:00,1,Utah Jazz,L,97.0,121.0,44.0,34.0,L 1,2018.0,April,Monday
2018-04-09,20:00:00,1,Memphis Grizzlies,W,113.0,94.0,46.0,35.0,W 2,2018.0,April,Tuesday
2018-04-11,20:00:00,1,Denver Nuggets,W,112.0,106.0,47.0,35.0,W 3,2018.0,April,Thursday
2018-10-19,20:00:00,1,Cleveland Cavaliers,W,131.0,123.0,1.0,1.0,W 1,2018.0,October,Friday
2018-10-22,20:00:00,1,Indiana Pacers,W,101.0,91.0,2.0,2.0,W 1,2018.0,October,Monday
